index,name,constellation,right_ascension,declination,apparent_magnitude,absolute_magnitude,distance_light_year,spectral_class
47,χ Sco,Scorpius,16.230808333333332,-11.837722222222222,5.24,-0.41,439.0,K3III
48,HD 148688,Scorpius,16.528269444444444,-41.81713888888889,5.31,-6.79,8579.0,B1Ia
49,HD 144690,Scorpius,16.13542222222222,-26.326666666666668,5.35,-0.23,425.0,M2III
50,HD 147513,Scorpius,16.400344444444443,-39.193,5.37,4.82,42.0,G3/G5V
51,HD 142165,Scorpius,15.898311111111111,-24.533083333333334,5.38,-0.14,414.0,B5V
52,HR 5907,Scorpius,15.898852777777778,-23.978027777777775,5.41,0.01,393.0,B2V
53,HD 147628,Scorpius,16.408825,-37.56597222222222,5.42,-0.36,468.0,B8V
54,HD 142990,Scorpius,15.976352777777779,-24.831416666666666,5.43,-0.45,488.0,B5V
55,16 Sco,Scorpius,16.202025,-8.547583333333334,5.43,1.01,250.0,A4V
56,HD 149404,Scorpius,16.606269444444447,-42.85886111111111,5.46,-4.39,3047.0,O9Ia
57,HD 152234,Scorpius,16.90051111111111,-41.80638888888888,5.46,-5.84,5927.0,B0.5Ia
58,HD 151078,Scorpius,16.779991666666664,-39.37688888888889,5.48,0.21,369.0,K0III
59,27 Sco,Scorpius,16.953102777777776,-33.25947222222222,5.48,-1.25,724.0,K5III
60,18 Sco,Scorpius,16.260313888888888,-8.36825,5.49,4.76,46.0,G1V
61,HD 144987,Scorpius,16.164613888888887,-33.54569444444444,5.5,-0.12,433.0,B8V
62,HD 146836,Scorpius,16.325744444444446,-30.906777777777776,5.53,2.44,135.0,F5IV
63,HD 156098,Scorpius,17.28436388888889,-32.66269444444444,5.53,2.01,165.0,F6V
64,HD 160668,Scorpius,17.714191666666665,-36.945499999999996,5.53,-0.57,542.0,K5III
65,HD 155806,Scorpius,17.255347222222223,-33.54841666666667,5.53,-5.13,4466.0,O8Ve
66,HD 162587,Scorpius,17.889852777777776,-34.89511111111111,5.58,-1.97,1055.0,K3III
67,4 Sco,Scorpius,15.925027777777776,-26.265916666666666,5.63,0.02,432.0,A3V
68,HD 150742,Scorpius,16.745166666666666,-40.83961111111111,5.64,-0.26,492.0,B3V
69,HD 155259,Scorpius,17.204505555555556,-39.50677777777778,5.66,1.61,211.0,A0/A1V
70,12 Sco,Scorpius,16.20445833333333,-28.417194444444444,5.67,0.87,298.0,B9V
71,HD 159176,Scorpius,17.578469444444444,-32.58166666666667,5.69,-4.4,3396.0,O6V+...
72,11 Sco,Scorpius,16.12678888888889,-12.745333333333333,5.75,0.17,426.0,B9V
73,HD 156293,Scorpius,17.313288888888888,-44.129694444444446,5.76,0.68,339.0,B9V
74,HD 152408,Scorpius,16.916252777777775,-41.15086111111111,5.78,-6.56,9588.0,WN9ha
75,HD 148247,Scorpius,16.47068333333333,-37.179805555555554,5.79,0.84,319.0,K1IIICN...
76,HD 147723,Scorpius,16.41104722222222,-29.704666666666665,5.82,2.91,107.0,F9IV
77,V1003 Sco,Scorpius,16.640638888888887,-43.39838888888889,5.83,-0.79,686.0,B2.5IV
78,HD 142883,Scorpius,15.961241666666666,-20.983027777777775,5.84,0.11,455.0,B3V
79,HD 150331,Scorpius,16.695972222222224,-33.14561111111111,5.84,1.08,292.0,G1II
81,HD 158799,Scorpius,17.552052777777778,-41.17305555555555,5.84,-1.55,982.0,B9Ib/II
82,HD 162391,Scorpius,17.872155555555555,-34.41683333333333,5.84,-0.95,744.0,G8/K0III
83,HD 145191,Scorpius,16.188269444444444,-41.1195,5.86,1.66,226.0,F0IV
84,HD 144844,Scorpius,16.145480555555555,-23.68536111111111,5.87,0.28,426.0,B9V
85,3 Sco,Scorpius,15.910983333333334,-25.243666666666666,5.87,0.14,455.0,B8III/IV
86,HD 160928,Scorpius,17.745002777777778,-42.729305555555555,5.87,1.29,269.0,A2/A3IV/V
87,V957 Sco,Scorpius,17.870461111111112,-34.799194444444446,5.87,-1.16,830.0,B6Ib
88,V929 Sco,Scorpius,16.101772222222223,-23.606250000000003,5.9,0.03,487.0,B8V
89,HD 145838,Scorpius,16.239547222222225,-33.01105555555556,5.91,-0.56,643.0,K0III
90,V923 Sco,Scorpius,17.064130555555558,-38.152499999999996,5.91,1.88,209.0,F3V
91,Gliese 667 A,Scorpius,17.315655555555555,-34.989583333333336,5.91,6.69,23.0,K4V
92,HD 157097,Scorpius,17.381869444444444,-37.22069444444445,5.91,0.36,421.0,K1III
93,HD 149886,Scorpius,16.651455555555554,-37.21725,5.93,0.31,434.0,B9.5V+...
94,HD 154783,Scorpius,17.146541666666668,-30.403555555555553,5.93,1.36,267.0,Fm
95,HD 162189,Scorpius,17.859047222222223,-40.772333333333336,5.94,-0.83,738.0,M2III
96,V1068 Sco,Scorpius,16.895122222222223,-43.050888888888885,5.95,-1.81,1160.0,M3II/III
97,HD 153368,Scorpius,17.010275,-35.933972222222216,5.95,1.19,292.0,K2IIICN...
98,HD 155450,Scorpius,17.216266666666666,-32.43833333333333,5.95,-4.35,3747.0,B1Ib
99,HD 155826,Scorpius,17.260022222222222,-38.59294444444445,5.95,3.52,100.0,G0V
100,HD 146850,Scorpius,16.31678611111111,-14.872833333333334,5.97,-1.15,865.0,K3IIICNpvar
101,HD 154310,Scorpius,17.105611111111113,-37.22752777777778,5.98,0.42,422.0,A2IV
102,HD 158105,Scorpius,17.48224722222222,-36.778277777777774,5.98,-0.47,637.0,K0III
103,HD 150894,Scorpius,16.75005833333333,-28.509666666666668,5.99,-0.83,755.0,A3IV
104,V906 Sco,Scorpius,17.898547222222223,-34.752722222222225,6.0,-1.45,1009.0,B9V + B9V
105,BM Sco,Scorpius,17.682930555555558,-32.214444444444446,6.01,-2.35,1531.0,K3III + (G)
106,HD 162517,Scorpius,17.882666666666665,-35.62419444444444,6.03,1.99,209.0,F2V
107,HD 150608,Scorpius,16.729888888888887,-38.15625,6.05,-0.62,703.0,B9II/III
108,HD 153072,Scorpius,16.981180555555554,-37.620416666666664,6.05,1.47,269.0,A3III
109,HD 162496,Scorpius,17.88033888888889,-34.11483333333334,6.05,-0.6,697.0,K1III
110,HD 162926,Scorpius,17.918897222222224,-36.47563888888889,6.05,-0.75,748.0,B9.5III
111,HD 146001,Scorpius,16.24817777777778,-25.476916666666664,6.06,0.3,462.0,B8V
113,HD 143619,Scorpius,16.04427777777778,-29.135777777777776,6.07,0.37,451.0,K2/K3III
114,HD 148760,Scorpius,16.523019444444444,-26.537555555555556,6.07,1.87,225.0,K1III
115,HD 146254,Scorpius,16.26430277777778,-14.849111111111112,6.09,-0.28,614.0,A0III
116,HD 155974,Scorpius,17.272688888888887,-35.749472222222224,6.09,3.55,105.0,F6V
117,HD 159707,Scorpius,17.635680555555556,-42.88019444444444,6.09,-0.54,692.0,B8V
118,HD 151771,Scorpius,16.85001111111111,-37.514472222222224,6.1,-0.99,853.0,B8II/III
119,HD 162817,Scorpius,17.907533333333333,-34.466722222222224,6.1,-0.96,842.0,B9.5/A0III
121,HD 146954,Scorpius,16.34239722222222,-39.43022222222222,6.11,0.2,496.0,B9V
122,HD 154368,Scorpius,17.107880555555557,-35.45102777777778,6.13,-2.85,2040.0,O9.5Iab
123,HD 150591,Scorpius,16.731691666666666,-41.113305555555556,6.14,0.28,485.0,B6/B7V
124,HD 157486,Scorpius,17.417408333333334,-34.696,6.14,0.19,505.0,Ap...
125,HD 162586,Scorpius,17.888772222222222,-34.730805555555555,6.14,-0.88,825.0,B4III
126,HD 142250,Scorpius,15.908366666666668,-27.338583333333332,6.15,0.09,531.0,B7V
127,HR 6522,Scorpius,17.540177777777778,-34.279333333333334,6.16,1.06,341.0,F2IV
128,HD 144927,Scorpius,16.15882222222222,-32.648944444444446,6.18,1.07,344.0,K1III
130,HD 154153,Scorpius,17.09679722222222,-44.105111111111114,6.18,2.08,215.0,A4III
131,HD 162396,Scorpius,17.881241666666668,-41.99605555555556,6.19,3.62,107.0,F8V
132,HD 155940,Scorpius,17.264266666666668,-30.21061111111111,6.2,0.92,370.0,B9/B9.5V
133,RS Sco,Scorpius,16.927169444444445,-45.10297222222222,6.2,-0.08,588.0,M6-7e
134,HD 150573,Scorpius,16.72936111111111,-41.11913888888889,6.21,0.61,430.0,A4V
135,HD 143900,Scorpius,16.065197222222224,-24.726333333333333,6.22,-0.09,597.0,K2/K3III
136,HD 159633,Scorpius,17.624144444444443,-38.06636111111111,6.26,-3.44,2835.0,G2Ib
137,HD 154025,Scorpius,17.084830555555556,-45.50205555555556,6.28,1.33,319.0,A2V
138,HD 163433,Scorpius,17.966055555555556,-39.136472222222224,6.28,0.29,513.0,A0IV/V
140,HD 146834,Scorpius,16.318808333333333,-20.218027777777777,6.29,0.4,490.0,K0III
141,HD 152636,Scorpius,16.932705555555557,-33.50688888888889,6.29,0.03,581.0,K5III
144,HD 155276,Scorpius,17.204597222222223,-38.82241666666667,6.3,1.03,370.0,K1IIICN...
145,HD 158042,Scorpius,17.48357222222222,-43.973888888888894,6.3,-2.04,1516.0,B5III
146,HD 144585,Scorpius,16.117647222222224,-14.071333333333333,6.32,4.02,94.0,G5V
147,HD 144661,Scorpius,16.131083333333333,-24.46227777777778,6.32,0.97,384.0,B8IV/V
148,HD 145997,Scorpius,16.24425,-18.535333333333334,6.32,1.63,282.0,K1III
150,HD 152431,Scorpius,16.909983333333333,-30.587333333333333,6.34,-0.09,631.0,A5IIIm...
151,HD 151965,Scorpius,16.874283333333334,-40.723111111111116,6.35,0.07,588.0,B9p Si
152,V1077 Sco,Scorpius,17.30569722222222,-32.55308333333333,6.36,-1.57,1259.0,B5III
153,HD 158156,Scorpius,17.490444444444446,-38.51694444444444,6.38,1.34,332.0,A1V
155,HD 145792,Scorpius,16.229305555555555,-24.422055555555556,6.4,0.69,453.0,B6IV
156,HD 146436,Scorpius,16.28311111111111,-20.104083333333335,6.4,-0.03,631.0,G8III
157,HD 145964,Scorpius,16.241358333333334,-21.107555555555557,6.41,1.29,345.0,B9V
158,HD 161390,Scorpius,17.78536111111111,-38.11208333333334,6.41,1.07,381.0,A0V
159,V951 Sco,Scorpius,17.899480555555556,-34.83105555555556,6.41,-0.96,973.0,Ap...
161,HD 157060,Scorpius,17.377194444444445,-35.910944444444446,6.42,3.58,121.0,F8V
162,HD 145100,Scorpius,16.165363888888887,-18.340444444444444,6.43,2.96,161.0,F3V
163,HD 149174,Scorpius,16.585491666666666,-45.24422222222222,6.43,0.06,614.0,K2/K3III
164,HD 158619,Scorpius,17.529822222222222,-33.70308333333334,6.43,0.98,401.0,K2III
165,HD 160748,Scorpius,17.71857222222222,-33.05127777777778,6.44,-3.13,2672.0,M1III
166,HD 147553,Scorpius,16.399088888888887,-33.19933333333333,6.45,1.11,381.0,A0V+...
168,HD 150638,Scorpius,16.727424999999997,-32.10588888888889,6.46,-0.44,784.0,B8V
170,HD 163234,Scorpius,17.948858333333334,-40.305638888888886,6.46,0.22,576.0,K3III
171,HD 150420,Scorpius,16.70808611111111,-37.07913888888889,6.47,1.09,388.0,G3III
173,HD 159312,Scorpius,17.595299999999998,-37.43980555555555,6.48,1.4,338.0,A0V
175,HD 153234,Scorpius,17.00396111111111,-44.98847222222222,6.5,2.98,165.0,F3V
178,V453 Sco,Scorpius,17.9378,-32.475,6.61,-5.43,8400.0,B0Ia
180,HD 160529,Scorpius,17.699730555555554,-33.50380555555556,6.66,-8.9,8150.0,A3Iae
181,25 Sco,Scorpius,16.780930555555553,-25.52852777777778,6.72,-0.1,755.0,K0II
186,Gliese 667 B,Scorpius,17.317205555555557,-34.992583333333336,7.24,8.02,23.0,K5
187,HD 159868,Scorpius,17.649869444444445,-43.1455,7.27,3.66,172.0,G5V
189,HD 153950,Scorpius,17.075241666666667,-43.309777777777775,7.39,3.91,162.0,F8V
199,HD 145377,Scorpius,16.193458333333332,-27.078166666666668,8.12,4.31,188.0,G3V
218,Gliese 667 C,Scorpius,17.31630277777778,-34.99675,10.22,11.0,23.0,M1.5
219,Pismis 24-1,Scorpius,17.41205833333333,-34.19902777777777,10.43,-7.3,8150.0,O3 If*
223,HIP 79431,Scorpius,16.211602777777777,-18.8755,11.34,10.47,49.0,M3V
230,1RXS J160929.1−210524,Scorpius,16.158419444444444,-21.082666666666665,12.97,7.17,470.0,K7V
238,Wray 17-96,Scorpius,17.69311111111111,-30.111,17.8,-10.9,15000.0,B3
0,α Sex,Sextans,10.132305555555556,-0.37163888888888885,4.48,-0.25,287.0,A0III
1,γ Sex,Sextans,9.875130555555556,-8.104916666666666,5.07,0.55,261.0,A2V
2,β Sex,Sextans,10.504861111111111,-0.6369722222222222,5.08,-0.04,345.0,B6V
3,δ Sex,Sextans,10.491313888888888,-2.739055555555556,5.19,0.37,300.0,B9.5V
4,ε Sex,Sextans,10.293861111111111,-8.068916666666667,5.25,1.51,183.0,F2III
5,HD 90362,Sextans,10.42898611111111,-7.060138888888889,5.6,0.58,329.0,M0.5III
6,18 Sex,Sextans,10.182183333333333,-8.41836111111111,5.64,-0.17,473.0,K2III
7,HD 84607,Sextans,9.773233333333334,1.7856944444444443,5.65,1.03,273.0,F4IV
8,19 Sex,Sextans,10.213441666666666,4.614694444444444,5.77,-0.27,527.0,K0III:
9,35 Sex,Sextans,10.722475,4.74775,5.77,-0.88,697.0,K3III+...
10,41 Sex,Sextans,10.83835,-8.897722222222221,5.8,0.55,366.0,A3m
11,HD 93833,Sextans,10.828744444444444,-9.852638888888889,5.85,0.72,346.0,G8III:
12,HD 85709,Sextans,9.895258333333333,5.958555555555556,5.9,-2.26,1399.0,M2III
13,17 Sex,Sextans,10.168766666666667,-8.408166666666666,5.91,-0.13,527.0,A1V
14,HD 93655,Sextans,10.811269444444445,-1.9589166666666666,5.92,-0.14,531.0,M2III
15,HD 94014,Sextans,10.85151111111111,-3.092638888888889,5.95,-0.04,514.0,K4/5III
16,25 Sex,Sextans,10.390697222222222,-4.074055555555555,5.97,0.77,351.0,B9p Si(CrSr)
17,6 Sex,Sextans,9.853894444444444,-4.243277777777778,6.01,2.07,200.0,A8III
18,7 Sex,Sextans,9.870075,2.4538888888888892,6.02,-1.52,1048.0,A0Vs
19,HD 90763,Sextans,10.478877777777777,-3.7423055555555558,6.05,1.68,244.0,A1sp...
20,HD 89033,Sextans,10.269169444444445,-11.203416666666666,6.08,-0.39,642.0,K0
21,HD 87262,Sextans,10.061386111111112,-9.573777777777778,6.09,-1.84,1259.0,K0
22,14 Sex,Sextans,10.113177777777777,5.611527777777777,6.2,1.07,345.0,K1III
23,HD 91106,Sextans,10.516327777777779,-7.637555555555555,6.2,-0.66,767.0,K5III+...
24,HD 88372,Sextans,10.188266666666667,-7.316583333333333,6.23,0.37,484.0,A2Vn
25,4 Sex,Sextans,9.84171388888889,4.3437777777777775,6.24,2.93,150.0,F6V...
26,33 Sex,Sextans,10.690075,-1.7411944444444445,6.25,3.57,112.0,K1IV
27,36 Sex,Sextans,10.752633333333334,2.488027777777778,6.27,-0.19,639.0,K4III
28,HD 89565,Sextans,10.3332,-9.058833333333334,6.31,2.68,174.0,F1IV
29,HD 90125,Sextans,10.403652777777777,2.3680833333333333,6.33,1.32,328.0,G9V
30,26 Sex,Sextans,10.443594444444445,-0.9880833333333333,6.33,-0.49,755.0,K0
31,HD 85505,Sextans,9.870000000000001,0.07566666666666666,6.34,0.75,428.0,G9III
32,HD 89490,Sextans,10.325658333333333,-5.1059722222222215,6.38,1.61,293.0,K0
33,HD 90057,Sextans,10.392405555555555,-3.642861111111111,6.39,-1.45,1203.0,K5
34,HD 85380,Sextans,9.856024999999999,-6.182055555555555,6.42,3.18,145.0,F8V
35,HD 86341,Sextans,9.962194444444444,-1.9417777777777778,6.43,1.79,276.0,G5
36,13 Sex,Sextans,10.069022222222221,3.201277777777778,6.43,2.73,179.0,F4V
37,24 Sex,Sextans,10.391202777777778,-0.9021666666666667,6.45,2.08,244.0,G5
38,HD 85461,Sextans,9.861444444444444,-11.340416666666668,6.48,-1.03,1035.0,M2III:
39,27 Sex,Sextans,10.446361111111111,-4.388333333333334,6.55,0.12,629.0,K0
40,34 Sex,Sextans,10.710424999999999,3.5830277777777777,6.57,2.29,234.0,F5
41,40 Sex,Sextans,10.821472222222223,-4.023916666666667,6.61,1.7,313.0,A2IV
42,23 Sex,Sextans,10.350558333333334,2.289722222222222,6.66,-1.99,1753.0,B2.5IV
43,12 Sex,Sextans,9.99531111111111,3.38475,6.69,2.34,241.0,F0V
44,9 Sex,Sextans,9.901866666666667,4.945388888888889,6.72,-0.87,1072.0,K5
45,21 Sex,Sextans,10.235669444444444,-7.993444444444444,6.97,0.39,675.0,K0
46,31 Sex,Sextans,10.5086,2.1503055555555552,6.98,1.13,482.0,K0
47,20 Sex,Sextans,10.229025,-7.384083333333334,7.21,3.79,157.0,F8
48,HD 92788,Sextans,10.713333333333333,-2.183611111111111,7.31,4.76,107.0,G5
49,KELT-11,Sextans,10.713333333333333,-2.183611111111111,8.04,3.0,323.0,G6IV
51,HD 86081,Sextans,9.934977777777778,-3.8084166666666666,8.74,3.94,297.0,F8V
54,BD-08°2823,Sextans,10.013255555555556,-9.516666666666667,9.86,6.74,137.0,K3V
61,LHS 292,Sextans,10.803494444444445,-11.335638888888889,15.6,17.32,14.75,M6.0V
0,β Tri,Triangulum,2.1590333333333334,34.98738888888889,3.0,0.09,124.0,A5III
1,α Tri,Triangulum,1.8846944444444444,29.57938888888889,3.42,1.95,64.0,F6IV
2,γ Tri,Triangulum,2.2885666666666666,33.84733333333334,4.03,1.24,118.0,A1Vnn
3,δ Tri,Triangulum,2.2840055555555554,34.224833333333336,4.84,4.66,35.0,G0V
4,ι Tri,Triangulum,2.2062000000000004,30.303222222222225,4.94,0.08,305.0,F5V comp SB
5,14 Tri,Triangulum,2.535038888888889,36.14722222222222,5.15,-0.25,391.0,K5III
6,7 Tri,Triangulum,2.2656388888888888,33.35897222222222,5.25,0.48,293.0,A0V
7,10 Tri,Triangulum,2.3158305555555554,28.642666666666667,5.29,0.13,350.0,A2V
8,12 Tri,Triangulum,2.469441666666667,29.66952777777778,5.29,1.9,155.0,F0III
11,ε Tri,Triangulum,2.049436111111111,33.28413888888889,5.5,0.22,370.0,A2V
12,11 Tri,Triangulum,2.457719444444445,31.801361111111113,5.55,0.83,286.0,K1III:
13,HD 10390,Triangulum,1.7009583333333333,35.24577777777778,5.63,1.13,259.0,B9IV-V
14,HD 11007,Triangulum,1.8115777777777777,32.689499999999995,5.78,3.6,89.0,F8V
15,HD 11928,Triangulum,1.96215,27.80452777777778,5.84,0.02,476.0,M2III
16,HD 15755,Triangulum,2.547961111111111,34.54244444444444,5.84,1.33,260.0,K0III
17,13 Tri,Triangulum,2.48015,29.931583333333336,5.89,3.45,100.0,G0V
18,HD 10348,Triangulum,1.6942333333333333,30.04713888888889,5.97,-0.06,523.0,K0III
19,HD 16187,Triangulum,2.6119583333333334,31.607666666666667,6.07,0.36,452.0,K0
20,HD 16220,Triangulum,2.618475,32.89102777777778,6.23,2.52,180.0,F8V
21,5 Tri,Triangulum,2.1902777777777778,31.526416666666666,6.24,0.39,482.0,A1m
22,HD 15464,Triangulum,2.5046,33.83383333333334,6.26,0.98,371.0,K1III
23,HD 10588,Triangulum,1.7305972222222223,32.192,6.32,0.57,460.0,G8III-IV SB
24,HD 13747,Triangulum,2.2438555555555557,28.691416666666665,6.35,2.48,194.0,K1III
25,HD 9298,Triangulum,1.5354388888888888,34.79997222222222,6.39,-0.9,937.0,B7IIIMNp...
26,1 Tri,Triangulum,1.7016444444444443,29.506069444444446,7.52,0.78,730.0,A2V
27,HD 13189,Triangulum,2.1611583333333333,32.31644444444444,7.57,1.23,602.0,K3II
28,HD 9446,Triangulum,1.5556055555555557,29.265138888888888,8.35,4.74,172.0,G5V
30,X Tri,Triangulum,2.0093666666666667,27.888694444444443,8.86,2.76,541.0,A7V
0,ε UMa,Ursa Major,12.900452777777778,55.959833333333336,1.76,-0.21,81.0,A0p
1,α UMa,Ursa Major,11.062177777777778,61.75111111111111,1.81,-1.08,124.0,F7V comp
2,η UMa,Ursa Major,13.792375,49.31330555555555,1.85,-0.6,101.0,B3V SB
3,Mizar,Ursa Major,13.39876111111111,54.92536111111111,2.23,0.32,83.0,A2V SB
4,β UMa,Ursa Major,11.03066388888889,56.382333333333335,2.34,0.41,79.0,A1V
5,γ UMa,Ursa Major,11.89715,53.69472222222222,2.41,0.36,84.0,A0V SB
6,ψ UMa,Ursa Major,11.161072222222222,44.498555555555555,3.0,-0.27,147.0,K1III
7,μ UMa,Ursa Major,10.372166666666667,41.49944444444444,3.06,-1.35,249.0,M0III SB
8,ι UMa,Ursa Major,8.986899999999999,48.042361111111106,3.12,2.29,48.0,A7IV
9,θ UMa,Ursa Major,9.547869444444444,51.67861111111111,3.17,2.52,44.0,F6IV
10,δ UMa,Ursa Major,12.257069444444445,57.03261111111111,3.32,1.33,81.0,A3Vvar
11,ο UMa,Ursa Major,8.504452777777777,60.718444444444444,3.35,-0.4,184.0,G4II-III
12,λ UMa,Ursa Major,10.284980555555556,42.91447222222222,3.45,0.38,134.0,A2IV
13,ν UMa,Ursa Major,11.30798888888889,33.09425,3.49,-2.07,421.0,K3III SB
14,κ UMa,Ursa Major,9.060433333333334,47.156666666666666,3.57,-1.99,423.0,A1Vn
15,23 UMa,Ursa Major,9.525436111111112,63.06180555555555,3.65,1.83,75.0,F0IV
16,χ UMa,Ursa Major,11.767536111111111,47.779333333333334,3.69,-0.2,196.0,K0III
17,υ UMa,Ursa Major,9.849913888888889,59.03911111111111,3.78,1.04,115.0,F0IV
18,ξ UMa A,Ursa Major,11.303122222222223,31.530777777777775,3.79,4.18,27.3,G0V
19,ζ UMa B,Ursa Major,13.398980555555555,54.92182222222222,3.88,1.96,83.0,A3m
20,Alcor,Ursa Major,13.420427777777777,54.987972222222226,3.99,2.0,82.0,A5Vn
22,15 UMa,Ursa Major,9.147886111111111,51.60472222222222,4.46,2.13,96.0,Am
23,26 UMa,Ursa Major,9.580413888888888,52.05155555555555,4.47,-0.1,267.0,A2V
24,24 UMa,Ursa Major,9.574713888888889,69.83016666666666,4.54,1.99,106.0,G4III-IV
25,φ UMa,Ursa Major,9.868433333333334,54.064277777777775,4.55,-1.08,436.0,A3IV
26,π2 UMa,Ursa Major,8.67025,64.3278611111111,4.59,0.15,252.0,K2III
27,83 UMa,Ursa Major,13.678969444444444,54.681666666666665,4.63,-1.5,549.0,M2IIIvar
28,ω UMa,Ursa Major,10.899641666666666,43.19002777777777,4.66,0.1,267.0,A1Vs
29,τ UMa,Ursa Major,9.181925,63.513777777777776,4.67,1.81,122.0,Am
31,HD 91312,Ursa Major,10.55388888888889,40.42552777777777,4.72,2.04,112.0,A7IV
32,ρ UMa,Ursa Major,9.042425,67.62958333333333,4.74,0.01,287.0,M3III
33,55 UMa,Ursa Major,11.318872222222222,38.18572222222222,4.76,1.01,183.0,A2V
34,σ2 UMa,Ursa Major,9.173202777777778,67.13425000000001,4.8,3.25,67.0,F7IV-V
35,18 UMa,Ursa Major,9.2698,54.02172222222222,4.8,2.0,118.0,A5V
36,36 UMa,Ursa Major,10.510488888888888,55.980611111111116,4.82,4.28,42.0,F8V
37,78 UMa,Ursa Major,13.012108333333334,56.36633333333334,4.93,2.94,81.0,F2V
38,ET UMa,Ursa Major,10.402183333333333,65.56647222222222,4.94,0.12,301.0,A0sp...
39,56 UMa,Ursa Major,11.380447222222223,43.48275,4.99,-0.9,492.0,G8II
40,46 UMa,Ursa Major,10.929016666666666,33.507,5.02,0.64,245.0,K1III
41,47 UMa,Ursa Major,10.991172222222222,40.43011111111111,5.03,4.29,46.0,G0V
42,49 UMa,Ursa Major,11.014022222222222,39.212138888888894,5.06,-0.4,403.0,Am
43,15 LMi,Ursa Major,9.809772222222223,46.02122222222222,5.08,3.75,60.0,G2V
44,44 Lyn,Ursa Major,9.775461111111111,57.128,5.09,-1.07,556.0,M3III
45,38 UMa,Ursa Major,10.699105555555557,65.71647222222222,5.12,0.94,224.0,K2IIIvar
46,44 UMa,Ursa Major,10.892922222222222,54.58513888888889,5.12,-1.46,676.0,K3III
47,σ1 UMa,Ursa Major,9.139869444444445,66.87333333333332,5.15,-0.77,498.0,K5III
48,27 UMa,Ursa Major,9.7159,72.25269444444444,5.15,-0.51,442.0,K0III
49,37 UMa,Ursa Major,10.586005555555555,57.08255555555556,5.16,3.05,86.0,F1V
50,16 UMa,Ursa Major,9.239041666666665,61.42338888888889,5.18,3.72,64.0,F9V
51,67 UMa,Ursa Major,12.035294444444444,43.04547222222222,5.22,2.57,111.0,A7m
52,31 UMa,Ursa Major,9.928613888888888,49.81980555555556,5.27,1.1,223.0,A3III
53,17 UMa,Ursa Major,9.263836111111111,56.74147222222222,5.28,-1.32,681.0,K5III
54,57 UMa,Ursa Major,11.484488888888889,39.33694444444445,5.3,1.26,209.0,A2V
55,61 UMa,Ursa Major,11.684175,34.202555555555556,5.31,5.41,31.0,G8Vvar
56,55 Cam,Ursa Major,8.213552777777776,68.47405555555555,5.34,-2.22,1062.0,G8II
57,74 UMa,Ursa Major,12.499277777777777,58.40552777777778,5.37,0.74,274.0,A5e...
58,41 Lyn,Ursa Major,9.477775,45.60180555555556,5.41,0.68,288.0,K0III-IV
59,82 UMa,Ursa Major,13.658494444444445,52.92108333333333,5.46,1.88,169.0,A3Vn
60,2 UMa,Ursa Major,8.576719444444445,65.14527777777778,5.47,2.04,158.0,A2m
61,70 UMa,Ursa Major,12.347452777777779,57.86427777777778,5.54,-1.12,701.0,K5III
62,59 UMa,Ursa Major,11.639080555555555,43.6255,5.56,2.26,149.0,F2II-III
63,6 UMa,Ursa Major,8.943747222222223,64.60402777777777,5.57,0.69,308.0,G6III
64,42 UMa,Ursa Major,10.8566,59.32025,5.57,1.04,263.0,K2III
65,81 UMa,Ursa Major,13.568702777777778,55.348444444444446,5.6,0.95,277.0,A0V
66,π1 UMa,Ursa Major,8.653261111111112,65.02069444444444,5.63,4.86,47.0,G1.5Vb
67,43 UMa,Ursa Major,10.853077777777777,56.58225,5.66,0.51,350.0,K2III
68,73 UMa,Ursa Major,12.459758333333333,55.71275,5.68,0.03,439.0,M2III
69,84 UMa,Ursa Major,13.776577777777778,54.432694444444444,5.68,1.0,282.0,B9p EuCr
70,86 UMa,Ursa Major,13.897511111111111,53.72869444444444,5.7,0.03,444.0,A0V
71,CO UMa,Ursa Major,11.155308333333334,36.309444444444445,5.71,0.39,379.0,M3.5III
72,5 UMa,Ursa Major,8.889602777777778,61.96222222222222,5.72,1.01,285.0,F2III
73,57 Cam,Ursa Major,8.321438888888888,62.50713888888889,5.73,-0.07,470.0,G8III
